MODE_OF_TRANSPORTATION,WEATHER,GEOPOLITICAL_RISKS,ROUTE_OPTIMIZATION,NO_OF_DELIVERED,CUSTUMER_RATING,EFFICIENCY,EFFICIENT,BEST OR NOT
3,2,1,10,46,7,56.92,0,NOT
3,2,0,8,34,2,41.115,0,NOT
3,2,0,10,53,6,60.618,0,NOT
3,1,0,1,84,2,72.485,1,NOT
2,4,1,4,82,7,80.809,1,NOT
3,4,0,10,15,8,29.972000000000005,0,NOT
2,1,1,8,2,10,16.357,0,NOT
1,1,0,6,24,1,29.791,0,NOT
1,2,1,10,27,2,41.415,0,NOT
1,3,1,5,53,8,57.376999999999995,0,NOT
3,2,0,8,7,9,18.616000000000003,0,NOT
1,4,0,4,41,1,43.724,0,NOT
3,3,1,10,21,3,36.099000000000004,0,NOT
2,3,1,6,93,6,92.3,1,NOT
3,2,1,9,98,3,99.47599999999998,1,BEST
3,3,1,7,50,9,56.803999999999995,0,NOT
2,2,0,6,92,4,88.29,1,NOT
3,2,1,10,23,6,37.22500000000001,0,NOT
2,1,0,7,77,2,76.03099999999999,1,BEST
2,4,1,5,76,2,76.807,1,NOT
1,4,0,7,45,6,52.004000000000005,0,NOT
2,4,0,4,45,1,46.595,0,NOT
1,1,0,2,55,7,50.706,0,NOT
1,2,0,9,88,2,89.755,1,BEST
2,1,0,2,99,4,87.46900000000001,1,NOT
3,1,0,6,82,3,78.335,1,NOT
1,1,0,4,76,9,71.763,1,NOT
2,2,1,5,65,6,66.11200000000001,0,NOT
2,3,0,7,4,3,15.453999999999999,0,NOT
2,3,1,3,43,1,44.782000000000004,0,NOT
2,3,1,2,93,8,86.468,1,NOT
1,2,0,1,34,4,31.877,0,NOT
1,2,0,9,50,8,57.797,0,NOT
3,2,0,10,62,7,68.371,0,BEST
2,2,0,8,46,9,52.424,0,NOT
3,3,0,8,95,3,94.032,1,BEST
1,2,1,9,10,6,25.721999999999998,0,NOT
3,3,0,8,80,10,81.769,1,BEST
3,4,0,2,81,8,74.302,1,NOT
1,3,1,3,63,9,62.99099999999999,0,NOT
3,4,0,7,99,9,97.212,1,BEST
2,3,1,3,13,6,19.572,0,NOT
1,1,0,10,86,1,88.661,1,BEST
1,2,1,7,32,8,41.647999999999996,0,NOT
3,4,1,4,15,3,22.813000000000002,0,NOT
3,3,0,9,35,2,44.272000000000006,0,NOT
2,1,0,9,49,5,55.367,0,NOT
1,3,1,7,90,4,91.626,1,BEST
2,2,1,1,87,1,78.514,1,NOT
3,2,0,8,84,3,83.841,1,BEST
2,1,0,7,48,3,51.370000000000005,0,NOT
2,4,1,10,93,1,98.71199999999999,1,BEST
2,3,0,3,51,9,50.016999999999996,0,NOT
1,2,1,4,37,2,40.969,0,NOT
1,3,1,1,92,3,84.27999999999999,1,NOT
1,1,0,4,51,4,50.058,0,NOT
3,4,0,5,70,3,69.027,0,NOT
1,4,0,6,57,9,60.972,0,NOT
1,4,0,1,95,2,85.374,1,NOT
3,3,1,5,42,8,46.912,0,NOT
3,2,1,3,23,8,26.904999999999998,0,NOT
3,3,1,6,23,8,32.201,0,NOT
3,3,0,8,43,2,49.6,0,NOT
3,2,0,7,91,8,88.69600000000001,1,BEST
3,1,0,10,55,2,61.212,0,NOT
3,3,1,10,5,2,22.375000000000004,0,NOT
2,2,0,6,96,3,91.626,1,NOT
3,2,0,6,46,8,48.815,0,NOT
2,2,1,7,82,8,83.757,1,BEST
1,1,0,5,55,3,54.89,0,NOT
1,2,0,3,57,3,54.412000000000006,0,NOT
2,3,1,1,49,1,46.907999999999994,0,NOT
1,2,1,6,33,10,41.157,0,NOT
2,4,0,7,43,1,49.377,0,NOT
2,1,1,9,28,5,39.651,0,NOT
1,3,0,6,92,7,89.86699999999999,1,NOT
2,2,0,2,92,8,82.61,1,NOT
2,3,1,7,51,9,58.19799999999999,0,NOT
3,3,1,7,78,6,80.46,1,BEST
2,3,0,1,53,3,48.275,0,NOT
2,3,0,9,75,4,79.08500000000001,1,BEST
1,4,1,7,62,7,68.77799999999999,0,BEST
3,3,0,10,81,10,85.614,1,BEST
1,2,1,4,99,4,94.007,1,NOT
1,2,0,3,32,3,33.087,0,NOT
2,3,1,5,64,9,66.295,0,NOT
2,2,1,9,6,5,21.693,0,NOT
2,4,0,4,22,7,27.432,0,NOT
3,2,1,10,58,10,67.384,0,NOT
1,3,0,2,35,7,35.262,0,NOT
2,1,0,7,75,10,74.933,1,BEST
3,4,1,4,5,2,14.206999999999999,0,NOT
3,2,0,9,76,1,78.36099999999999,1,BEST
2,1,1,1,92,4,82.199,1,NOT
3,2,0,4,66,1,62.351000000000006,0,NOT
2,1,0,3,65,8,60.266999999999996,0,NOT
3,3,0,4,47,10,47.636,0,NOT
1,1,0,3,21,6,23.124,0,NOT
1,3,0,5,48,2,50.459,0,NOT
3,3,1,10,67,6,75.565,1,BEST
1,4,0,8,13,5,26.128,0,NOT
3,1,1,10,7,7,22.845000000000002,0,NOT
3,3,1,10,55,2,65.025,0,NOT
2,2,1,7,99,3,97.878,1,BEST
2,1,0,7,80,7,78.96999999999998,1,BEST
3,2,1,4,66,9,65.156,0,NOT
3,3,0,5,89,8,84.80600000000001,1,NOT
3,3,0,1,60,8,54.084999999999994,0,NOT
1,3,1,6,76,7,78.416,1,NOT
3,2,1,8,36,5,45.246,0,NOT
3,2,1,9,37,5,47.595000000000006,0,NOT
1,1,1,10,20,10,35.24399999999999,0,NOT
1,1,0,2,76,4,68.391,0,NOT
2,3,0,8,91,3,91.161,1,BEST
1,2,1,10,92,6,97.164,1,BEST
2,3,0,4,27,1,30.433,0,NOT
1,1,1,6,89,7,87.889,1,NOT
2,4,0,9,26,1,37.868,0,NOT
1,3,1,8,39,1,49.391,0,NOT
1,4,0,10,63,10,72.15,1,BEST
3,3,0,5,26,10,31.219000000000005,0,NOT
1,1,1,10,54,2,63.638,0,NOT
1,3,1,6,47,1,53.223,0,NOT
2,4,1,4,38,4,43.04900000000001,0,NOT
3,1,0,1,29,2,25.57,0,NOT
2,4,1,10,85,8,92.42,1,BEST
1,2,1,10,94,3,98.642,1,BEST
1,3,1,10,100,1,104.416,1,BEST
3,4,1,3,89,2,84.363,1,NOT
1,1,1,10,51,10,61.687,0,NOT
2,2,1,2,33,3,34.1,0,NOT
1,3,1,2,62,6,60.414,0,NOT
3,2,0,10,79,4,82.644,1,BEST
3,3,1,1,44,9,42.709999999999994,0,NOT
2,3,1,4,85,1,82.10399999999998,1,NOT
2,2,0,10,50,3,58.372,0,NOT
3,4,1,8,89,6,92.147,1,BEST
3,1,1,10,90,10,93.872,1,BEST
1,2,1,4,86,7,83.146,1,NOT
3,2,1,5,81,2,78.915,1,NOT
2,4,0,5,13,1,20.795,0,NOT
1,1,1,9,59,2,66.407,0,NOT
2,2,0,7,90,7,88.30799999999999,1,BEST
2,3,0,4,24,8,28.406000000000002,0,NOT
2,1,1,10,80,6,85.579,1,BEST
1,4,0,1,22,5,23.333,0,NOT
1,4,1,2,63,3,61.847,0,NOT
3,4,1,9,50,8,60.528,0,NOT
3,1,1,9,14,4,27.092,0,NOT
3,3,1,1,14,3,16.664,0,NOT
1,1,0,5,91,4,85.674,1,NOT
1,4,1,10,46,7,59.617999999999995,0,NOT
2,3,0,2,84,1,76.062,1,NOT
3,3,1,4,85,6,81.943,1,NOT
2,1,0,2,84,3,74.598,1,NOT
2,1,1,5,62,3,62.516999999999996,0,NOT
2,3,1,1,24,2,25.659000000000002,0,NOT
2,3,0,9,51,7,58.840999999999994,0,NOT
2,1,1,6,65,9,67.02799999999999,0,NOT
1,1,1,6,53,8,57.25699999999999,0,NOT
2,1,0,10,72,9,76.786,1,BEST
3,3,1,1,43,3,41.401,0,NOT
2,4,0,10,65,10,73.31500000000001,1,BEST
3,4,0,3,13,3,17.414,0,NOT
3,3,0,7,58,7,61.278999999999996,0,NOT
3,3,0,3,83,5,76.46799999999999,1,NOT
1,2,1,3,67,8,65.519,0,NOT
3,1,0,10,71,10,75.468,1,BEST
3,2,1,2,39,3,38.677,0,NOT
2,2,0,6,33,1,37.735,0,NOT
2,2,0,7,4,2,14.569999999999999,0,NOT
2,2,0,8,72,1,73.99399999999999,1,BEST
3,1,0,6,43,1,44.916000000000004,0,NOT
2,2,1,3,87,9,82.11399999999999,1,NOT
1,3,1,9,61,10,70.337,1,BEST
1,4,0,4,24,10,29.907000000000004,0,NOT
2,4,0,8,29,6,39.311,0,NOT
2,3,0,9,67,9,72.64099999999999,1,BEST
1,2,1,10,33,10,47.141,0,NOT
3,3,1,2,51,6,49.949000000000005,0,NOT
3,4,1,9,68,7,75.806,1,BEST
1,3,0,3,61,3,58.632000000000005,0,NOT
3,4,0,8,97,10,97.078,1,BEST
3,2,1,5,53,5,55.259,0,NOT
2,2,0,8,7,9,19.157,0,NOT
1,1,1,4,91,10,86.831,1,NOT
1,2,0,7,100,8,97.455,1,BEST
2,1,1,10,66,8,73.78900000000002,1,BEST
2,4,1,8,39,8,50.18999999999999,0,NOT
3,1,0,2,32,9,30.157,0,NOT
2,4,1,7,35,4,44.978,0,NOT
2,1,0,1,84,1,72.94999999999999,1,NOT
2,1,1,1,94,5,83.981,1,NOT
3,3,0,7,71,4,72.14,1,BEST
3,2,0,8,3,8,15.128,0,NOT
2,2,1,2,34,10,35.485,0,NOT
1,2,0,3,62,8,59.056999999999995,0,NOT
2,3,0,5,1,3,9.903,0,NOT
1,3,1,2,90,2,83.994,1,NOT
1,1,0,10,6,10,21.105,0,NOT
3,3,0,10,17,3,30.490000000000002,0,NOT
3,1,1,10,60,4,67.82600000000001,0,NOT
1,2,1,6,33,8,41.004999999999995,0,NOT
1,3,1,4,77,10,76.50500000000001,1,NOT
3,4,1,9,53,5,62.859,0,NOT
2,1,0,2,68,9,61.40599999999999,0,NOT
2,3,1,5,71,1,71.65799999999999,1,NOT
2,4,0,5,3,9,12.873,0,NOT
1,3,1,5,58,8,61.641999999999996,0,NOT
2,2,0,4,49,1,48.391,0,NOT
2,2,0,4,91,1,84.217,1,NOT
2,4,1,8,92,7,95.323,1,BEST
2,3,0,4,79,5,75.09299999999999,1,NOT
2,4,0,9,53,1,60.898999999999994,0,NOT
2,1,1,4,24,6,28.835,0,NOT
1,2,0,1,44,8,40.71099999999999,0,NOT
3,1,1,5,100,5,94.54199999999999,1,NOT
1,3,0,2,34,5,34.257,0,NOT
2,3,0,5,77,4,74.807,1,NOT
1,3,1,2,87,10,82.043,1,NOT
2,1,0,7,7,2,16.321,0,NOT
2,3,1,7,37,5,45.952000000000005,0,NOT
2,1,1,10,17,2,31.536,0,NOT
3,1,1,8,18,6,29.16,0,NOT
3,4,1,1,93,9,85.315,1,NOT
1,3,0,10,35,8,47.306,0,NOT
1,1,0,4,2,6,8.413,0,NOT
3,2,0,4,18,2,21.483,0,NOT
1,4,1,3,80,10,78.376,1,NOT
1,1,0,2,53,1,48.544,0,NOT
1,1,1,9,10,1,24.534,0,NOT
2,1,0,8,19,5,28.281,0,NOT
1,1,0,7,38,3,43.381,0,NOT
2,1,1,2,96,3,87.031,1,NOT
3,3,0,9,35,9,44.804,0,NOT
3,2,0,6,60,9,60.833,0,NOT
1,3,1,10,58,3,68.74199999999999,0,NOT
3,2,1,9,99,6,100.557,1,BEST
3,4,0,4,32,2,35.041,0,NOT
1,2,0,4,56,2,54.979,0,NOT
3,4,0,7,44,3,49.841,0,NOT
2,2,1,8,60,9,66.563,0,NOT
1,2,0,9,65,9,70.668,1,BEST
2,2,1,4,55,8,56.23799999999999,0,NOT
2,1,0,6,56,8,57.077999999999996,0,NOT
2,3,1,3,89,1,84.02,1,NOT
2,1,1,8,88,2,89.107,1,BEST
2,2,1,1,85,5,77.112,1,NOT
2,3,0,1,10,6,11.823999999999998,0,NOT
1,1,0,2,47,7,43.882000000000005,0,NOT
2,3,0,1,72,10,65.014,0,NOT
3,2,0,4,69,7,65.366,0,NOT
1,1,0,4,54,1,52.388999999999996,0,NOT
3,3,1,10,76,9,83.47,1,BEST
1,2,0,2,45,5,42.832,0,NOT
2,3,1,5,87,6,85.686,1,NOT
1,3,0,1,86,10,77.49700000000001,1,NOT
2,4,0,5,16,6,23.733999999999998,0,NOT
2,2,0,5,62,2,61.052,0,NOT
2,3,0,2,31,4,31.080999999999996,0,NOT
1,4,1,3,8,3,16.428,0,NOT
2,4,1,2,88,10,83.163,1,NOT
1,3,1,1,66,4,62.178000000000004,0,NOT
3,3,0,5,52,5,53.017,0,NOT
3,2,1,7,28,4,36.85,0,NOT
2,2,0,8,18,3,28.084000000000003,0,NOT
3,3,1,1,90,2,81.416,1,NOT
3,3,1,4,87,5,83.573,1,NOT
1,3,1,7,63,8,68.899,0,BEST
3,2,1,6,13,1,22.331,0,NOT
1,2,1,10,13,7,29.852999999999998,0,NOT
3,4,0,7,65,2,67.678,0,BEST
2,2,1,5,35,6,40.522000000000006,0,NOT
1,1,1,4,32,6,36.2,0,NOT
3,2,0,3,13,7,16.102,0,NOT
1,1,1,8,98,7,98.55799999999999,1,BEST
3,2,1,9,89,4,91.875,1,BEST
1,3,1,7,20,3,31.84,0,NOT
2,2,1,9,15,7,29.522000000000002,0,NOT
1,2,1,4,51,2,52.911,0,NOT
2,4,1,4,55,9,57.92999999999999,0,NOT
2,2,1,5,52,10,55.327,0,NOT
3,3,1,5,19,2,26.837000000000003,0,NOT
2,1,0,4,96,9,88.282,1,NOT
2,4,0,1,96,6,85.99000000000001,1,NOT
1,3,1,7,26,2,36.882000000000005,0,NOT
1,2,1,1,49,10,47.324999999999996,0,NOT
1,4,0,2,93,9,85.696,1,NOT
2,4,0,8,98,2,97.86399999999999,1,BEST
1,1,1,3,41,8,42.532999999999994,0,NOT
2,3,1,10,53,10,64.468,0,NOT
3,2,1,8,82,2,84.256,1,BEST
2,2,0,7,57,3,59.855000000000004,0,NOT
3,3,1,6,96,3,94.09,1,NOT
2,3,1,9,82,6,87.405,1,BEST
3,3,0,3,25,6,27.069999999999997,0,NOT
1,2,0,5,71,10,69.878,0,NOT
1,1,1,5,52,3,54.528000000000006,0,NOT
2,3,0,2,66,8,61.24,0,NOT
3,2,1,6,19,3,27.601,0,NOT
3,3,0,2,63,3,57.76,0,NOT
2,4,0,9,88,1,90.75399999999999,1,BEST
2,1,0,10,37,1,46.323,0,NOT
1,2,0,4,34,6,36.517,0,NOT
1,2,0,2,79,8,72.06200000000001,1,NOT
1,1,0,6,12,5,19.858999999999998,0,NOT
1,4,1,5,96,4,94.56,1,NOT
1,4,1,6,50,8,57.12199999999999,0,NOT
1,4,1,10,80,9,88.77199999999999,1,BEST
3,1,0,10,30,5,40.115,0,NOT
1,4,0,6,60,5,63.227000000000004,0,NOT
3,3,0,2,8,2,10.769,0,NOT
3,2,1,7,34,3,41.892,0,NOT
1,2,1,3,83,3,78.78699999999999,1,NOT
3,3,1,5,40,5,44.978,0,NOT
2,1,1,1,47,2,43.662,0,NOT
3,3,1,2,12,10,16.986,0,NOT
2,3,1,9,2,5,19.089,0,NOT
1,2,0,9,5,5,19.184,0,NOT
1,1,1,8,6,8,20.158,0,NOT
2,3,1,2,1,4,7.688000000000001,0,NOT
2,2,1,10,33,10,46.6,0,NOT
3,1,0,8,88,4,86.521,1,BEST
1,1,0,9,99,10,98.938,1,BEST
1,1,1,7,83,9,84.41899999999998,1,BEST
2,2,0,7,76,3,76.062,1,BEST
2,2,0,1,42,8,38.464,0,NOT
2,4,1,2,81,6,76.888,1,NOT
1,1,1,9,51,8,60.038999999999994,0,NOT
3,1,0,1,4,5,4.473,0,NOT
2,3,0,2,26,7,27.044,0,NOT
3,3,0,8,47,8,53.467999999999996,0,NOT
3,4,0,4,11,6,17.432,0,NOT
1,4,1,7,51,7,59.394999999999996,0,NOT
3,1,1,2,18,10,20.488,0,NOT
1,1,1,8,17,9,29.617,0,NOT
2,1,1,9,78,6,82.377,1,BEST
3,3,1,10,41,5,53.311,0,NOT
2,4,0,5,62,8,63.123999999999995,0,NOT
2,1,1,2,28,9,29.483,0,NOT
1,1,0,7,85,8,83.852,1,BEST
2,2,1,9,68,7,74.731,1,BEST
1,3,0,5,43,6,46.498000000000005,0,NOT
1,4,1,7,37,3,47.149,0,NOT
1,4,0,2,43,7,42.894000000000005,0,NOT
1,1,1,3,96,2,88.992,1,NOT
3,4,0,7,73,1,74.42599999999999,1,BEST
2,1,0,6,53,3,54.138999999999996,0,NOT
2,1,0,1,84,10,73.634,1,NOT
2,1,1,2,98,7,89.041,1,NOT
2,3,1,10,67,8,76.25800000000001,1,BEST
2,4,0,4,71,9,69.381,0,NOT
3,2,0,9,46,8,53.303,0,NOT
2,4,0,1,43,1,40.401,0,NOT
1,4,0,1,64,7,59.31099999999999,0,NOT
1,1,1,4,89,7,84.897,1,NOT
1,1,1,7,8,5,20.139999999999997,0,NOT
3,3,0,4,97,8,90.134,1,NOT
1,4,1,10,23,6,39.923,0,NOT
2,2,0,7,29,3,35.971,0,NOT
2,2,1,2,17,9,20.908,0,NOT
2,3,0,6,57,4,59.243,0,NOT
3,2,1,5,11,5,19.432999999999996,0,NOT
1,1,0,9,20,10,31.551,0,NOT
1,2,1,2,7,6,12.690999999999999,0,NOT
1,2,1,7,9,10,22.181,0,NOT
1,3,1,3,51,3,52.299,0,NOT
3,4,0,2,20,9,22.345,0,NOT
3,2,0,8,76,2,76.941,1,BEST
2,3,1,4,73,5,72.172,1,NOT
1,3,1,1,3,2,8.287,0,NOT
2,1,1,10,20,9,34.626999999999995,0,NOT
3,3,0,1,98,2,86.04299999999999,1,NOT
3,2,0,9,21,2,31.522000000000002,0,NOT
3,1,1,2,65,8,60.427,0,NOT
2,2,1,1,73,4,66.8,0,NOT
1,3,0,10,80,1,85.15899999999999,1,BEST
2,1,0,7,60,9,62.062,0,NOT
2,2,0,3,68,1,63.102,0,NOT
3,4,0,3,7,4,12.372,0,NOT
2,2,1,6,94,3,92.11699999999999,1,NOT
2,4,1,5,28,3,35.939,0,NOT
1,2,1,8,58,5,65.094,0,NOT
1,1,1,3,90,2,83.874,1,NOT
3,2,0,2,83,3,74.01199999999999,1,NOT
2,1,1,6,45,4,49.588,0,NOT
3,2,0,1,32,10,29.545,0,NOT
3,1,0,2,57,1,50.874,0,NOT
2,2,1,7,20,4,30.566999999999997,0,NOT
2,3,0,7,52,6,56.626000000000005,0,NOT
1,4,1,10,71,8,81.019,1,BEST
3,3,1,4,47,6,49.529,0,NOT
1,4,1,1,39,2,39.803,0,NOT
1,4,1,3,10,5,18.285999999999998,0,NOT
2,4,0,10,76,6,82.394,1,BEST
3,3,0,4,6,10,12.663,0,NOT
2,3,0,9,11,10,24.949,0,NOT
1,3,0,1,46,6,43.073,0,NOT
2,4,1,8,19,8,33.13,0,NOT
3,1,1,1,18,3,18.46,0,NOT
3,1,1,3,87,6,80.537,1,NOT
2,4,1,3,74,4,72.261,1,NOT
2,4,1,3,64,8,64.035,0,NOT
3,2,1,8,5,5,18.802999999999997,0,NOT
3,4,0,8,67,6,71.184,1,BEST
1,4,0,9,67,4,73.61,1,BEST
3,4,1,3,10,10,17.584,0,NOT
1,2,0,10,77,7,82.24799999999999,1,BEST
1,2,1,1,46,1,44.082,0,NOT
2,2,0,9,100,10,100.058,1,BEST
2,3,0,10,41,2,51.427,0,NOT
3,4,1,2,17,9,21.983,0,NOT
2,4,1,10,79,6,87.15,1,BEST
2,3,0,2,50,2,47.136,0,NOT
2,3,1,3,38,5,40.821000000000005,0,NOT
3,4,0,3,51,3,49.828,0,NOT
1,4,0,6,38,3,44.309000000000005,0,NOT
2,3,0,5,47,2,49.065000000000005,0,NOT
3,3,0,5,9,2,16.11,0,NOT
1,4,0,8,10,6,23.645,0,NOT
3,2,1,2,36,9,36.574,0,NOT
3,3,0,6,78,7,76.84299999999999,1,NOT
3,1,1,2,73,4,66.947,0,NOT
3,3,1,7,2,9,15.859999999999998,0,NOT
1,2,1,1,56,5,52.916000000000004,0,NOT
1,2,1,2,20,2,23.476,0,NOT
3,3,1,2,13,8,17.687,0,NOT
2,1,1,4,46,6,47.601,0,NOT
3,2,0,8,70,3,71.899,1,BEST
2,2,1,2,64,4,60.619,0,NOT
3,4,0,9,40,10,49.952999999999996,0,NOT
1,1,1,8,34,1,43.51,0,NOT
3,2,1,6,64,10,66.518,0,NOT
3,1,1,10,10,1,24.948,0,NOT
2,2,0,2,78,7,70.59199999999998,1,NOT
2,3,1,4,26,5,32.081,0,NOT
3,3,0,1,35,9,32.836,0,NOT
1,2,1,8,7,6,21.666999999999998,0,NOT
2,2,0,10,10,10,24.784000000000002,0,NOT
3,4,1,8,86,9,89.816,1,BEST
3,2,0,9,95,8,95.1,1,BEST
2,3,1,2,100,4,92.135,1,NOT
1,4,0,6,51,8,55.778,0,NOT
3,2,1,7,63,2,66.553,0,BEST
2,2,0,3,47,7,45.644999999999996,0,NOT
2,2,0,2,26,4,26.008,0,NOT
2,1,1,10,88,3,92.175,1,BEST
2,4,1,2,93,9,87.35199999999999,1,NOT
2,4,1,4,39,7,44.129999999999995,0,NOT
1,4,0,8,65,2,70.256,1,BEST
3,2,1,9,37,8,47.823,0,NOT
2,1,1,10,22,4,35.953,0,NOT
3,3,1,5,81,7,80.103,1,NOT
2,3,0,8,87,8,88.129,1,BEST
3,2,0,10,85,6,87.914,1,BEST
2,1,1,9,69,8,74.852,1,BEST
1,4,0,10,39,4,51.221999999999994,0,NOT
2,2,0,5,42,6,44.29600000000001,0,NOT
1,2,1,8,53,2,60.601,0,NOT
2,2,0,10,19,1,31.777,0,NOT
2,4,1,5,23,9,32.13,0,NOT
3,2,1,10,93,9,97.163,1,BEST
2,1,1,5,7,4,15.678,0,NOT
3,4,1,8,96,3,97.89,1,BEST
3,2,1,5,34,3,38.9,0,NOT
3,1,1,8,85,3,86.08299999999998,1,BEST
1,1,0,1,49,2,43.711999999999996,0,NOT
1,1,0,7,71,4,71.606,1,BEST
2,2,0,7,24,8,32.086,0,NOT
1,2,1,3,87,3,82.199,1,NOT
2,2,1,2,27,2,28.906,0,NOT
2,3,0,4,37,9,39.571,0,NOT
3,3,0,7,82,4,81.523,1,BEST
2,4,1,2,87,6,82.006,1,NOT
2,2,1,4,24,8,29.795,0,NOT
1,3,1,8,41,1,51.097,0,NOT
2,1,1,8,54,8,60.56099999999999,0,NOT
1,4,1,2,90,4,84.954,1,NOT
3,4,1,10,34,1,47.844,0,NOT
3,3,1,3,7,8,14.065000000000001,0,NOT
3,4,0,8,36,3,44.513,0,NOT
3,4,1,8,64,2,70.518,1,BEST
3,3,0,2,40,5,38.293,0,NOT
2,2,1,5,77,8,76.5,1,NOT
3,4,1,4,29,7,35.059,0,NOT
3,3,1,8,4,7,18.91,0,NOT
1,3,0,1,18,10,19.493000000000002,0,NOT
1,4,1,10,4,1,23.336,0,NOT
3,1,1,6,38,3,43.0,0,NOT
1,2,0,10,18,2,31.541,0,NOT
1,2,1,9,81,6,86.28500000000001,1,BEST
3,1,0,1,12,9,11.600999999999999,0,NOT
1,1,1,9,49,6,58.181,0,NOT
3,2,0,1,3,10,4.808,0,NOT
2,2,1,2,55,2,52.79,0,NOT
3,1,1,9,96,5,97.114,1,BEST
3,3,1,1,66,2,60.944,0,NOT
3,2,0,7,66,5,67.143,0,BEST
1,4,0,5,63,4,64.214,0,NOT
2,1,0,6,71,5,69.64499999999998,0,NOT
1,2,1,3,62,4,60.949999999999996,0,NOT
2,2,1,4,89,10,85.39200000000001,1,NOT
1,3,1,5,78,3,78.32199999999999,1,NOT
3,2,0,10,17,7,29.986,0,NOT
2,3,0,6,13,1,21.483,0,NOT
3,1,1,7,13,7,23.474999999999998,0,NOT
1,2,0,7,6,5,17.044999999999998,0,NOT
3,4,1,8,92,2,94.402,1,BEST
3,2,1,2,21,4,23.398999999999997,0,NOT
3,1,1,8,85,9,86.53899999999999,1,BEST
1,4,0,3,98,2,90.925,1,NOT
3,3,1,1,25,5,26.198999999999998,0,NOT
1,3,0,8,45,2,52.388,0,NOT
2,3,1,1,41,2,40.16,0,NOT
1,1,0,10,3,5,18.166,0,NOT
2,2,0,7,71,2,71.72099999999999,1,BEST
2,4,0,1,25,4,25.275,0,NOT
1,2,1,1,89,8,81.293,1,NOT
3,3,1,1,86,9,78.536,1,NOT
2,3,0,2,77,7,70.547,1,NOT
3,2,1,8,21,4,32.375,0,NOT
2,4,0,2,48,9,46.77,0,NOT
1,4,1,4,84,1,82.6,1,NOT
1,1,1,4,74,8,72.178,1,NOT
2,4,0,3,21,8,25.159000000000002,0,NOT
2,1,1,5,24,5,30.255,0,NOT
1,1,0,9,29,4,38.772,0,NOT
3,2,0,2,11,3,12.595999999999998,0,NOT
3,4,0,10,40,6,51.145,0,NOT
1,2,1,3,70,9,68.154,0,NOT
2,2,1,2,93,2,85.204,1,NOT
2,1,1,9,42,1,51.289,0,NOT
1,2,1,9,67,9,74.571,1,BEST
3,1,0,5,19,7,23.404,0,NOT
1,4,1,8,9,9,25.217000000000002,0,NOT
1,1,0,8,26,1,34.489,0,NOT
3,4,1,3,43,4,45.277,0,NOT
2,2,0,5,54,6,54.532000000000004,0,NOT
2,4,0,10,71,6,78.129,1,BEST
1,3,0,4,65,3,63.54,0,NOT
2,1,0,10,1,5,15.919,0,NOT
2,3,1,6,8,4,19.642999999999997,0,NOT
3,1,0,6,65,3,63.834,0,NOT
3,2,0,2,88,3,78.27699999999999,1,NOT
1,1,0,8,31,10,39.437999999999995,0,NOT
1,1,1,1,32,6,31.712,0,NOT
1,1,0,6,74,5,72.74499999999999,1,NOT
3,2,1,5,69,10,69.287,0,NOT
3,2,1,3,41,1,41.727,0,NOT
1,1,1,3,81,1,76.121,1,NOT
3,3,1,5,21,8,28.999000000000002,0,NOT
3,2,1,4,47,4,48.569,0,NOT
3,4,0,2,1,7,5.986,0,NOT
2,3,0,4,9,5,15.383000000000001,0,NOT
1,4,1,7,3,5,18.299,0,NOT
1,2,1,9,99,1,101.259,1,BEST
1,3,0,2,23,2,24.646,0,NOT
3,3,1,6,62,9,65.544,0,NOT
3,2,0,4,96,3,88.093,1,NOT
3,4,0,3,5,8,10.969999999999999,0,NOT
2,1,0,7,27,7,33.760999999999996,0,NOT
2,1,0,3,96,8,86.71000000000001,1,NOT
2,4,0,2,10,1,13.748000000000001,0,NOT
1,1,1,4,58,7,58.45399999999999,0,NOT
3,4,0,5,85,7,82.12599999999999,1,NOT
3,2,0,2,85,5,75.86999999999999,1,NOT
3,4,0,4,91,9,85.9,1,NOT
2,2,1,6,28,5,35.971000000000004,0,NOT
3,1,1,5,66,1,65.23599999999999,0,NOT
3,2,0,2,75,6,67.41600000000001,0,NOT
1,1,0,7,23,7,30.889999999999997,0,NOT
1,3,0,3,52,2,50.879000000000005,0,NOT
1,3,1,1,77,7,71.789,1,NOT
3,4,1,6,13,8,24.479000000000003,0,NOT
3,4,1,5,24,3,31.986000000000004,0,NOT
1,3,1,4,97,3,93.033,1,NOT
1,4,1,4,44,7,48.93599999999999,0,NOT
2,2,0,2,54,8,50.19599999999999,0,NOT
2,2,1,6,51,8,55.818,0,NOT
1,2,0,2,61,7,56.632000000000005,0,NOT
1,2,0,1,99,4,87.322,1,NOT
1,4,0,1,58,2,53.812999999999995,0,NOT
2,2,0,3,21,5,23.314999999999998,0,NOT
1,1,1,5,50,2,52.746,0,NOT
3,4,1,5,34,8,40.895999999999994,0,NOT
3,3,0,3,7,7,11.792,0,NOT
3,2,0,9,6,2,18.727000000000004,0,NOT
2,3,1,1,49,1,46.907999999999994,0,NOT
1,2,1,8,94,8,96.03,1,BEST
1,3,1,7,27,6,38.039,0,NOT
1,1,1,7,17,2,27.589,0,NOT
2,1,0,1,3,5,4.1610000000000005,0,NOT
1,3,1,9,49,3,59.568999999999996,0,NOT
2,1,0,3,56,3,52.21,0,NOT
